Filename,Class Label
)_58599.jpg,43
exp84691.jpg,38
exp14182.jpg,20
exp95804.jpg,20
exp20763.jpg,38
exp19605.jpg,4
exp31346.jpg,43
exp61933.jpg,20
exp34011.jpg,16
exp31793.jpg,43
exp92098.jpg,22
exp59144.jpg,40
exp34601.jpg,39
+_109023.jpg,16
exp62372.jpg,40
=_101317.jpg,40
exp63469.jpg,20
exp59353.jpg,20
sqrt_108035.jpg,22
exp2584.jpg,43
",_113018.jpg",17
exp104531.jpg,43
exp24723.jpg,42
exp90567.jpg,38
exp92448.jpg,20
exp15778.jpg,16
}_6218.jpg,18
rightarrow_76754.jpg,5
exp86613.jpg,40
+_69379.jpg,16
exp44344.jpg,16
exp87168.jpg,16
exp34417.jpg,16
-_108252.jpg,20
exp56218.jpg,20
)_25884.jpg,43
exp35456.jpg,16
theta_60808.jpg,33
exp24359.jpg,33
exp28620.jpg,19
exp33571.jpg,38
exp42062.jpg,36
sum_106357.jpg,25
(_35821.jpg,38
exp90588.jpg,14
exp10601.jpg,16
exp77067.jpg,40
exp72002.jpg,20
exp48330.jpg,38
exp91074.jpg,40
exp2453.jpg,26
-_40730.jpg,20
+_45553.jpg,16
-_75473.jpg,20
exp43605.jpg,19
exp95550.jpg,38
beta_45240.jpg,0
exp34462.jpg,19
exp24910.jpg,42
exp46995.jpg,17
exp76081.jpg,7
exp67798.jpg,25
exp78299.jpg,36
-_12512.jpg,20
exp8892.jpg,20
exp20983.jpg,13
exp73859.jpg,20
)_10725.jpg,43
exp17333.jpg,38
+_96593.jpg,16
exp94601.jpg,38
exp3530.jpg,29
sqrt_93486.jpg,22
-_17895.jpg,20
(_23747.jpg,38
exp88839.jpg,16
exp50530.jpg,20
tan_19848.jpg,42
times_9463.jpg,13
ascii_124_111772.jpg,34
exp8921.jpg,16
exp4358.jpg,20
exp23419.jpg,16
",_55930.jpg",17
exp9711.jpg,16
exp49295.jpg,17
exp64800.jpg,10
exp8821.jpg,1
-_30983.jpg,20
exp8164.jpg,42
exp70629.jpg,22
exp44944.jpg,38
-_97360.jpg,20
(_18286.jpg,38
exp10704.jpg,42
exp98697.jpg,20
exp70177.jpg,33
)_19660.jpg,43
exp51555.jpg,43
exp51197.jpg,40
exp65405.jpg,40
exp79322.jpg,40
=_36451.jpg,40
exp11410.jpg,5
-_89767.jpg,20
=_46774.jpg,40
exp96468.jpg,16
exp34940.jpg,38
exp28927.jpg,1
(_9260.jpg,38
exp31980.jpg,40
exp17941.jpg,20
exp23474.jpg,42
exp46074.jpg,16
exp74188.jpg,19
+_15443.jpg,16
exp48694.jpg,4
-_17899.jpg,20
exp29374.jpg,40
exp84364.jpg,43
exp47678.jpg,20
exp18402.jpg,43
exp29852.jpg,20
exp3805.jpg,37
+_93492.jpg,16
+_74863.jpg,16
exp23908.jpg,36
exp25841.jpg,40
exp85625.jpg,4
exp36097.jpg,17
exp104403.jpg,34
-_77968.jpg,20
exp69527.jpg,20
exp59678.jpg,38
exp10741.jpg,29
exp81465.jpg,20
)_89987.jpg,43
exp19258.jpg,20
{_38152.jpg,15
theta_27694.jpg,33
exp10976.jpg,20
exp15044.jpg,20
exp29867.jpg,40
exp34036.jpg,20
exp7538.jpg,22
exp69313.jpg,36
exp37639.jpg,40
=_28239.jpg,40
times_69249.jpg,13
-_67714.jpg,20
)_52946.jpg,43
+_10608.jpg,16
exp58569.jpg,20
exp13370.jpg,40
times_65074.jpg,13
exp27992.jpg,20
exp23029.jpg,22
exp69617.jpg,20
-_49567.jpg,20
exp90480.jpg,43
exp99269.jpg,4
=_8683.jpg,40
exp74625.jpg,22
exp75348.jpg,20
exp27825.jpg,35
exp10652.jpg,16
=_97582.jpg,40
exp83277.jpg,21
exp25522.jpg,20
exp69467.jpg,45
exp86250.jpg,38
exp69031.jpg,20
exp33653.jpg,16
exp4441.jpg,16
exp47377.jpg,17
exp17195.jpg,13
)_58561.jpg,43
exp758.jpg,13
exp87107.jpg,19
exp40449.jpg,20
exp54795.jpg,13
exp104788.jpg,20
exp7512.jpg,20
pi_91350.jpg,23
+_73840.jpg,16
exp105307.jpg,32
exp11261.jpg,20
exp18020.jpg,20
exp49043.jpg,38
exp90798.jpg,20
exp44896.jpg,43
exp86975.jpg,40
exp20946.jpg,36
exp8551.jpg,20
exp48244.jpg,38
(_59360.jpg,38
exp62547.jpg,29
exp39549.jpg,40
)_104719.jpg,43
-_110319.jpg,20
(_64063.jpg,38
+_82167.jpg,16
exp4866.jpg,20
+_15511.jpg,16
exp27508.jpg,42
exp2525.jpg,40
exp92477.jpg,40
exp69626.jpg,20
rightarrow_56799.jpg,5
exp36824.jpg,30
leq_108914.jpg,9
exp14744.jpg,20
exp77448.jpg,43
exp1297.jpg,41
exp74430.jpg,20
)_40889.jpg,43
exp90093.jpg,43
exp23632.jpg,40
(_1563.jpg,38
exp5497.jpg,37
exp68750.jpg,40
exp7939.jpg,43
pi_91765.jpg,23
exp56470.jpg,22
exp54635.jpg,43
exp86581.jpg,3
exp92547.jpg,40
log_103246.jpg,29
exp21414.jpg,43
(_48107.jpg,38
exp51944.jpg,43
exp75201.jpg,32
exp25849.jpg,16
ascii_124_100951.jpg,34
exp79294.jpg,16
cos_23864.jpg,19
=_102721.jpg,40
exp72696.jpg,43
exp94591.jpg,38
(_43026.jpg,38
exp96941.jpg,35
exp87263.jpg,32
exp8230.jpg,23
exp97088.jpg,35
-_66507.jpg,20
+_78318.jpg,16
exp50346.jpg,40
exp86183.jpg,38
exp18969.jpg,4
exp74185.jpg,16
exp90179.jpg,43
exp50262.jpg,26
exp33115.jpg,33
exp66565.jpg,16
exp39184.jpg,20
exp78736.jpg,22
+_23028.jpg,16
exp57267.jpg,16
exp95263.jpg,29
exp35653.jpg,14
lt_91673.jpg,32
exp96027.jpg,22
exp67762.jpg,36
exp16540.jpg,16
exp30520.jpg,16
(_109677.jpg,38
exp24224.jpg,16
=_54570.jpg,40
exp56503.jpg,43
)_81957.jpg,43
=_76018.jpg,40
exp60121.jpg,22
exp52484.jpg,4
exp38021.jpg,19
-_91232.jpg,20
exp85870.jpg,19
exp84985.jpg,5
=_34724.jpg,40
exp15043.jpg,20
exp8171.jpg,20
exp36137.jpg,22
exp72516.jpg,20
exp47348.jpg,40
exp70018.jpg,20
exp41237.jpg,38
exp35400.jpg,20
exp37724.jpg,20
sum_81246.jpg,25
exp25243.jpg,20
exp96075.jpg,26
pi_68591.jpg,23
exp21996.jpg,16
exp27895.jpg,36
exp43808.jpg,38
exp100400.jpg,26
exp29635.jpg,43
exp28143.jpg,22
exp14508.jpg,16
exp1778.jpg,6
exp9755.jpg,35
exp5069.jpg,44
exp41895.jpg,38
exp65912.jpg,38
-_9791.jpg,20
}_67593.jpg,18
exp42886.jpg,20
exp27409.jpg,16
exp40992.jpg,22
exp97461.jpg,14
exp26832.jpg,19
exp8136.jpg,40
exp14066.jpg,40
exp7950.jpg,43
exp51175.jpg,43
+_40062.jpg,16
exp40221.jpg,43
exp32969.jpg,33
tan_75390.jpg,42
exp80487.jpg,19
exp11006.jpg,20
exp47119.jpg,9
tan_77010.jpg,42
exp19734.jpg,16
exp84261.jpg,4
exp48954.jpg,40
exp56427.jpg,43
exp92240.jpg,16
exp81347.jpg,24
exp85853.jpg,16
exp17646.jpg,16
exp90275.jpg,22
log_96035.jpg,29
exp57431.jpg,16
exp58905.jpg,20
exp33634.jpg,40
=_64130.jpg,40
exp66148.jpg,20
exp19439.jpg,43
+_79551.jpg,16
geq_43380.jpg,45
pi_65842.jpg,23
exp2744.jpg,24
(_32542.jpg,38
exp22639.jpg,26
exp11856.jpg,14
-_29075.jpg,20
exp101908.jpg,20
+_96479.jpg,16
exp10511.jpg,20
sum_87742.jpg,25
exp63595.jpg,3
tan_27127.jpg,42
exp84522.jpg,29
exp76736.jpg,20
exp78853.jpg,40
exp47278.jpg,20
exp83173.jpg,20
exp15508.jpg,14
-_64797.jpg,20
exp1681.jpg,13
exp14225.jpg,20
exp34051.jpg,19
cos_33226.jpg,19
exp67506.jpg,36
exp19502.jpg,36
exp56714.jpg,20
exp26072.jpg,42
mu_80244.jpg,10
exp1.jpg,2
exp51184.jpg,43
exp13794.jpg,20
exp48821.jpg,14
-_3301.jpg,20
exp31800.jpg,20
exp22698.jpg,36
+_71442.jpg,16
sqrt_27931.jpg,22
exp2670.jpg,20
exp80296.jpg,20
exp72247.jpg,33
beta_12552.jpg,0
exp26944.jpg,20
exp71946.jpg,2
exp24629.jpg,42
)_74088.jpg,43
exp83324.jpg,38
-_52128.jpg,20
int_82840.jpg,24
sin_30240.jpg,14
exp30608.jpg,20
sum_80086.jpg,25
exp75691.jpg,33
exp16865.jpg,40
exp1931.jpg,43
=_59344.jpg,40
exp34562.jpg,39
rightarrow_105541.jpg,5
exp22028.jpg,29
exp16251.jpg,16
exp26089.jpg,43
log_67680.jpg,29
exp83830.jpg,43
exp65883.jpg,36
exp4640.jpg,20
exp3019.jpg,24
exp17210.jpg,16
gt_81081.jpg,7
exp49237.jpg,40
-_100207.jpg,20
exp37437.jpg,20
exp93142.jpg,20
exp15402.jpg,20
exp78168.jpg,43
exp97910.jpg,14
exp27295.jpg,40
exp100159.jpg,5
exp39458.jpg,16
exp25333.jpg,40
exp44574.jpg,43
exp27400.jpg,16
-_76659.jpg,20
exp13343.jpg,20
+_35459.jpg,16
sqrt_2794.jpg,22
exp2811.jpg,22
exp32809.jpg,33
exp46484.jpg,20
exp74995.jpg,16
exp12463.jpg,38
exp33271.jpg,33
exp43602.jpg,16
sin_37457.jpg,14
exp105833.jpg,24
exp97411.jpg,40
exp14016.jpg,36
(_38221.jpg,38
exp78064.jpg,43
exp77288.jpg,2
exp98396.jpg,26
exp66400.jpg,42
(_79320.jpg,38
exp34957.jpg,17
=_46738.jpg,40
(_57904.jpg,38
exp62788.jpg,1
exp10727.jpg,16
exp88055.jpg,43
sqrt_26565.jpg,22
exp62605.jpg,43
(_111863.jpg,38
-_31780.jpg,20
(_57657.jpg,38
(_13804.jpg,38
exp61987.jpg,29
+_76365.jpg,16
exp281.jpg,14
exp67078.jpg,16
exp91432.jpg,20
exp30197.jpg,40
exp48869.jpg,38
exp46620.jpg,22
exp58512.jpg,6
exp55567.jpg,28
exp25816.jpg,36
exp12134.jpg,16
exp84272.jpg,22
-_23311.jpg,20
exp14479.jpg,20
tan_24632.jpg,42
exp12253.jpg,42
+_83259.jpg,16
exp709.jpg,16
exp67536.jpg,20
=_70674.jpg,40
exp90163.jpg,20
exp11401.jpg,35
+_268.jpg,16
exp90496.jpg,43
exp90271.jpg,16
-_80279.jpg,20
exp11412.jpg,23
exp96402.jpg,20
exp21694.jpg,20
exp10635.jpg,20
exp52984.jpg,38
=_20369.jpg,40
exp34526.jpg,20
sin_70663.jpg,14
exp6058.jpg,20
exp52990.jpg,43
exp90162.jpg,43
exp55341.jpg,40
exp8928.jpg,20
exp101314.jpg,20
(_103389.jpg,38
+_65738.jpg,16
exp65504.jpg,7
infty_88247.jpg,4
exp47059.jpg,20
exp26157.jpg,16
exp97208.jpg,24
exp27709.jpg,43
=_37433.jpg,40
exp61236.jpg,20
sin_43439.jpg,14
exp5033.jpg,24
)_38774.jpg,43
exp15279.jpg,13
exp91859.jpg,20
exp9623.jpg,36
exp11925.jpg,16
exp2874.jpg,22
-_88550.jpg,20
exp9574.jpg,16
exp23574.jpg,36
exp70894.jpg,38
exp66362.jpg,23
exp49723.jpg,38
exp73766.jpg,22
exp14845.jpg,13
gt_105076.jpg,7
exp93209.jpg,43
+_25615.jpg,16
+_41111.jpg,16
exp17455.jpg,13
exp63517.jpg,20
exp2425.jpg,22
exp54050.jpg,23
exp26549.jpg,20
rightarrow_111303.jpg,5
-_97963.jpg,20
exp78266.jpg,0
-_50127.jpg,20
exp13394.jpg,36
+_24073.jpg,16
exp7464.jpg,42
{_67463.jpg,15
exp24227.jpg,20
exp33050.jpg,43
exp103449.jpg,40
exp25249.jpg,16
exp5699.jpg,23
exp9670.jpg,35
exp39213.jpg,36
)_43990.jpg,43
exp32224.jpg,16
exp13722.jpg,16
exp62228.jpg,17
)_41852.jpg,43
exp26755.jpg,20
exp17571.jpg,23
exp28450.jpg,9
exp104735.jpg,4
